ScheduledInspectionDate,InspectionID,InspectionSearchID,PropertyType,PropertyID,PropertyName,PropertyStreetAddress,CityState,PropertyZip
2025-03-04 00:00:00,INSP-32959,32959,MFH,800022200,Cathedral Square,3 Cathedral Sq,"Burlington, VT",05401
2025-06-23 00:00:00,INSP-33222,33222,MFH,800003987,CATHEDRAL TERRACE,701 NORTH OCEAN ST,"JACKSONVILLE, FL",32202
2025-03-05 00:00:00,INSP-33073,33073,MFH,800022405,CATHERINE MAY APTS,202 N 34th Street,"BELLINGHAM, WA",98225
2025-06-12 00:00:00,INSP-31836,31836,PIH,CA028000006,CAZARES TERRACE-HURON,"Address Line 1, POBox 11985","Fresno, CA",93776
2025-07-17 00:00:00,INSP-32287,32287,MFH,800008092,C-BARC,4103 Lakeshore Dr,"Shreveport, LA",71109
2025-07-10 00:00:00,INSP-32743,32743,MFH,800004685,CC Estates/ Miller,7601 Lester RD,"UNION CITY, GA",30291
2025-05-30 00:00:00,INSP-32358,32358,MFH,800007187,CCL OF EL DORADO,722 Wedgewood Dr,"EL DORADO, KS",67042
2025-05-29 00:00:00,INSP-32356,32356,MFH,800007153,CEDAR APARTMENTS,602 Wabash St,"Cedar Vale, KS",67024
2025-08-22 00:00:00,INSP-32350,32350,MFH,800222653,Cedar creek,1003 Cheraw Highway,"BENNETTSVILLE, SC",29512
2025-07-09 00:00:00,INSP-30912,30912,MFH,800014548,CEDAR HILLS,351 CEDAR HILLS DRIVE,"GALLUP, NM",87301
2025-04-28 00:00:00,INSP-32486,32486,MFH,800077990,CEDAR HOMES,650 ADAMS AVE,"EL CENTRO, CA",92243
2025-03-25 00:00:00,INSP-33740,33740,MFH,800012767,CEDAR HURST,720  HIGHLAND AVE,"HENDERSON, NC",27536
2025-03-18 00:00:00,INSP-33775,33775,MFH,800225964,Cedar Lake,3021 Fallen Wood Ln,"La Grange, KY",40031
,INSP-34291,34291,MFH,800022918,CEDAR MEADOWS,200 US HWY 45 NORTH,"TIGERTON, WI",54486
2025-06-11 00:00:00,INSP-34224,34224,MFH,800005235,Cedar Place,812 Cedar St,"Story City, IA",50248
2025-04-25 00:00:00,INSP-30658,30658,MFH,800020194,Cedar Point Living,1913 Cedar DR,"Tazewell, TN",37879
2025-07-30 00:00:00,INSP-32087,32087,MFH,800020132,CEDAR SPRINGS,364 Cedar View Way,"KNOXVILLE, TN",37919
,INSP-30588,30588,PIH,TX009000003,Cedar Springs Place,2533  LUCAS Drive,"Dallas, TX",75219
2025-08-22 00:00:00,INSP-33112,33112,MFH,800016381,CEDAR TERRACE,6 SOUTH CHERRY STREET,"LEBANON, OH",45036
2025-03-27 00:00:00,INSP-32841,32841,MFH,800018286,CEDARCREST APTS.,210 N CEDAR ST,"NEW CASTLE, PA",16102
2025-03-19 00:00:00,INSP-30860,30860,MFH,800226210,"CEDARS, THE",1935 SW Hungry Hill Dr,"GRANTS PASS, OR",97527
2025-06-05 00:00:00,INSP-31998,31998,PIH,OH029000001,Cedarwood/Gulfview/Lakeview/Southwood,3526  Lake Avenue,"ASHTABULA, OH",44004
2025-07-30 00:00:00,INSP-33648,33648,PIH,OR002000142,CELILO COURT,"4605-4667 NE 95th Ave, Suite A","PORTLAND, OR",97220
2025-03-12 00:00:00,INSP-30814,30814,MFH,800002957,CENTENNIAL MENTAL,1112 N. 4TH ST,"STERLING, CO",80751
2025-03-13 00:00:00,INSP-33185,33185,MFH,800020756,CENTENNIAL SQUARE,805 Schilling St,"BAYTOWN, TX",77520
2025-02-26 00:00:00,INSP-33929,33929,MFH,800005784,CENTER APARTMENTS,1105 North Carroll Avenue,"URBANA, IL",61802
2025-04-22 00:00:00,INSP-30747,30747,MFH,800008377,CENTER HOUSE,167 HIGHLAND AVE,"SOMERVILLE, MA",02143
2025-04-08 00:00:00,INSP-30720,30720,MFH,800211683,CENTER PARK II,10102 Jamison Avenue,"Philadelphia, PA",19116
2025-03-14 00:00:00,INSP-33797,33797,MFH,800009153,CENTER PLACE,101 CENTER PLACE,"DUNDALK, MD",21222
2025-02-20 00:00:00,INSP-30796,30796,MFH,800006825,CENTER PLACE II,521 HENRY MASON WAY,"JEFFERSONVILLE, IN",47130
2025-04-18 00:00:00,INSP-32696,32696,PIH,PA004000100,Central Park,683 N WAHNETA Street,"ALLENTOWN, PA",18109
,INSP-31819,31819,PIH,AL002000012,CENTRAL PLAZA TOWERS,300  BAY SHORE AVE,"MOBILE, AL",36607
2025-03-18 00:00:00,INSP-30858,30858,MFH,800221744,CENTRAL POINT,410 Richardson Dr,"CENTRAL POINT, OR",97502
2025-03-26 00:00:00,INSP-33809,33809,MFH,800018294,CENTRAL TOWERS,130 GREEVES ST,"KANE, PA",16735
2025-04-09 00:00:00,INSP-33639,33639,PIH,OH004000311,Central YMCA,1111 Elm Street,"CINCINNATI, OH",45202
2025-06-12 00:00:00,INSP-34271,34271,MFH,800010824,CENTRE SQUARE,1012 FAIRLANE DR,"SAUK CENTRE, MN",56378
2025-08-15 00:00:00,INSP-33895,33895,MFH,800009606,CHAIA APARTMENTS,44 Main St,"DEXTER, ME",04930
2025-05-27 00:00:00,INSP-33175,33175,MFH,800014619,CHALLENGE NEW,631 AGUA FRIA ST,"SANTA FE, NM",87501
2025-02-19 00:00:00,INSP-33214,33214,MFH,800221810,CHAMP HODGENS,13th Street,"Hartshorne, OK",74547
2025-06-24 00:00:00,INSP-34037,34037,MFH,800022413,CHAMPION HOUSE,1800 145TH PL SE,"BELLEVUE, WA",98007
2025-08-19 00:00:00,INSP-32725,32725,MFH,800000193,CHANTICLEER APTS,1200 WOODROW AVE,"SELMA, AL",36701
2025-05-08 00:00:00,INSP-30736,30736,MFH,800003310,CHAPPELLE GARDENS,367 BARBOUR ST,"HARTFORD, CT",06120
2025-04-16 00:00:00,INSP-32529,32529,PIH,AL001000006,CHARLES P MARKS VILLAGE,7527  66TH Street S,"BIRMINGHAM, AL",35212
2025-04-17 00:00:00,INSP-32880,32880,MFH,800023567,Charleston Arbors,100 WASHINGTON ST EAST,"Charleston, WV",25301
2025-05-14 00:00:00,INSP-31051,31051,MFH,800014050,CHARLESTON PLACE,3424 ROUTE 27,"KENDALL PARK, NJ",08824
,INSP-33585,33585,PIH,MA002000101,CHARLESTOWN,55  Bunker Hill Street,"CHARLESTOWN, MA",02129
2025-07-01 00:00:00,INSP-30569,30569,PIH,NJ002002845,CHARLTON GARDENS,198 SPRUCE STREET,"NEWARK, NJ",07108
2025-03-18 00:00:00,INSP-33963,33963,MFH,800022926,CHATEAU/REGENCY,4111 Erie ST,"RACINE, WI",53402
,INSP-33652,33652,PIH,PA007000014,CHATHAM ESTATES SENIOR VILLAGE,1701 W. 7TH STREET,"CHESTER, PA",19013
2025-06-16 00:00:00,INSP-32701,32701,PIH,PA007000013,Chatham Family,660,"CHESTER, PA",19013
2025-05-28 00:00:00,INSP-33654,33654,PIH,PA007000018,Chatham Terrace Apartments,611 Central Avenue,"CHESTER, PA",19013
2025-06-12 00:00:00,INSP-34017,34017,MFH,800017835,CHAUCER COURT,1019 SW 10TH AVE,"PORTLAND, OR",97205
2025-03-05 00:00:00,INSP-30649,30649,MFH,800013013,CHC OF BURKE CO.,407 N. COLLEGE STREET,"Morganton, NC",28655
2025-03-20 00:00:00,INSP-30650,30650,MFH,800013029,CHC of Haywood Co.,38 Thomas Park Dr,"Waynesville, NC",28786
2025-05-09 00:00:00,INSP-32080,32080,MFH,800013003,CHC OF WARREN CO.,200 WARREN ST,"WARRENTON, NC",27589
2025-04-04 00:00:00,INSP-30651,30651,MFH,800013059,CHC OF WAYNE CO.,404 S CLAIBORNE ST,"Goldsboro, NC",27530
2025-04-25 00:00:00,INSP-33784,33784,MFH,800247215,CHEATHAM PLACE,1564 9th Ave N,"NASHVILLE, TN",37208
2025-04-02 00:00:00,INSP-31147,31147,MFH,800022201,CHELSEA COURT &,11 Riverside Dr,"CHELSEA, VT",05038
2025-03-27 00:00:00,INSP-33340,33340,MFH,800003824,CHELTEN APARTMENTS,431 OLD FORGE RD,"NEW CASTLE, DE",19720
2025-06-12 00:00:00,INSP-33670,33670,PIH,TX019000001,Chemita Oyervides,100 Pino Street,"Eagle Pass, TX",78852
2025-05-22 00:00:00,INSP-32744,32744,MFH,800004703,CHEROKEE,133 UNIVETER RD,"CANTON, GA",30114
2025-05-01 00:00:00,INSP-30614,30614,MFH,800007557,CHEROKEE HILLS,400 Cherokee Hills Rd,"HAZARD, KY",41701
2025-06-17 00:00:00,INSP-32086,32086,MFH,800020120,Cherry Hill,140B Cherry Hill Ln,"Spring City, TN",37381
2025-06-03 00:00:00,INSP-33643,33643,PIH,OK132000001,CHERRY LANE APARTMENTS,1713  CHERRY Lane,"Cushing, OK",74023
2025-03-13 00:00:00,INSP-32336,32336,MFH,800019518,CHERRY MANOR,1C-4C S Cherry St,"Mc Cormick, SC",29835
2025-04-10 00:00:00,INSP-33908,33908,MFH,800022232,Cherry Street,LOWER CHERRY ST,"Hardwick, VT",05843
2025-04-21 00:00:00,INSP-33733,33733,MFH,800012202,CHESHIRE HOMES,480 CHESHIRE DR,"GULFPORT, MS",39507
2025-02-25 00:00:00,INSP-30626,30626,MFH,800012059,CHESHIRE MANOR,470 Cheshire DR,"GULFPORT, MS",39507
2025-08-05 00:00:00,INSP-33018,33018,MFH,800000119,Chester Creek,5814 E NORTHERN LIGHTS,"Anchorage, AK",99504
2025-03-28 00:00:00,INSP-32842,32842,MFH,800018301,CHESTNUT COMMONS,281 DOGWOOD STREET,"NORTHERN CAMBRIA, PA",15714
,INSP-34334,34334,MFH,800014949,CHESTNUT RIDGE,62 Chestnut St,"COLD SPRING, NY",10516
2025-03-05 00:00:00,INSP-30805,30805,MFH,800112367,CHESTNUT VILLAGE,421 CHESTNUT STREET,"MONTICELLO, IN",47960
2025-04-22 00:00:00,INSP-33083,33083,MFH,800023743,CHEYENNE,1215 CLEVELAND AVE,"CHEYENNE, WY",82001
2025-07-07 00:00:00,INSP-32824,32824,MFH,800251318,CHICKASAW,604 Dumont Street,"Chickasaw, AL",36611
2025-06-09 00:00:00,INSP-33798,33798,MFH,800009163,CHIMNEYS OF,6531 Quiet Hours,"COLUMBIA, MD",21045
2025-07-21 00:00:00,INSP-33113,33113,MFH,800016418,CHIP TOWNHOUSES I,3124 KALAHARI ST NE,"CANTON, OH",44705
,INSP-34377,34377,MFH,800000865,Christian Care,1944 W Sunnyside Ave,"PHOENIX, AZ",85029
2025-08-20 00:00:00,INSP-33904,33904,MFH,800013778,Christian Ridge,Christian Ridge Rd,"Wolfeboro, NH",03894
2025-06-05 00:00:00,INSP-30689,30689,MFH,800000019,Christian Village,3300 SPRINGTREE DR NE,"ROANOKE, VA",24012
2025-05-14 00:00:00,INSP-32116,32116,MFH,800021723,Christian Village,7105 Brooks Farm Road,"MECHANICSVILLE, VA",23111
,INSP-30897,30897,MFH,800000557,Christopher Homes,656 Donovan Briley Blvd,"North Little Rock, AR",72118
2025-03-27 00:00:00,INSP-30957,30957,MFH,800231845,Christopher Homes,9214 Lanehart Road,"LITTLE ROCK, AR",72204
2025-07-01 00:00:00,INSP-32276,32276,MFH,800000565,Christopher Homes,1010 Cones Rd,"Hot Springs, AR",71901
2025-03-28 00:00:00,INSP-34476,34476,MFH,800000572,Christopher Homes,21 Christopher Pl,"Strong, AR",71765
2025-03-26 00:00:00,INSP-34480,34480,MFH,800022929,CHRISTOPHERSON,2121 SIMS PL,"LA CROSSE, WI",54601
2025-04-09 00:00:00,INSP-33016,33016,MFH,800000088,CHUGACH VIEW,1280 E. 17th Avenue,"Anchorage, AK",99501
2025-02-19 00:00:00,INSP-34319,34319,MFH,800014056,CHURCH SQUARE,126 - 209 WILLOW AVE,"HOBOKEN, NJ",07030
2025-03-26 00:00:00,INSP-33186,33186,MFH,800020773,CHURCH VILLAGE,2902 Deats Rd,"DICKINSON, TX",77539
,INSP-30732,30732,MFH,800232132,Churchill Drive,900 Churchill Drive,"FREDERICKSBURG, VA",22407
2025-08-28 00:00:00,INSP-34054,34054,MFH,800224129,Cimarron Village,1811 Pavilion Dr,"MONTROSE, CO",81401
2025-08-21 00:00:00,INSP-31905,31905,PIH,LA042000020,CISCO HOMES,"1325 Hamilton Circle, POBox 5666","Bossier City, LA",71111
2025-08-29 00:00:00,INSP-32443,32443,MFH,800001281,CITRUS GROVE,8845 Citrus Ave,"FONTANA, CA",92335
2025-04-22 00:00:00,INSP-31958,31958,PIH,NJ002002078,CITY  VIEW SENIOR,195 W KINNEY STREET,"NEWARK, NJ",07103
2025-05-30 00:00:00,INSP-31895,31895,PIH,IL002168000,CITY GARDENS,316 S MAPLEWOOD Ave,"Chicago, IL",60612
2025-03-13 00:00:00,INSP-34120,34120,MFH,800252506,CITY VIEW,236 N 3rd Ave,"Iron River, MI",49935
2025-08-20 00:00:00,INSP-33546,33546,PIH,DC001005510,City View Apartments,2850 Douglass Place SE,"WASHINGTON, DC",20020
2025-03-24 00:00:00,INSP-33886,33886,MFH,800008402,CITY VIEW COMMONS,916 WORTHINGTON ST,"SPRINGFIELD, MA",01105
2025-04-09 00:00:00,INSP-30557,30557,PIH,MA001000004,City View Towers,657 MERRIMACK STREET,"LOWELL, MA",01854
2025-03-13 00:00:00,INSP-34217,34217,MFH,800217769,Ciudad Dorada,Km. 2.8  Int.467 State Road 107,"AGUADILLA, PR",00603
2025-06-23 00:00:00,INSP-32818,32818,MFH,800240445,Civic Park I,715 Hall St,"SALISBURY, NC",28144
2025-04-15 00:00:00,INSP-32307,32307,MFH,800211383,CIVITAN HOMES,1314 N. Garland Road,"ENID, OK",73703
,INSP-30725,30725,MFH,800218043,CLA Homes I,6916 Vancouver Road,"SPRINGFIELD, VA",22152
2025-03-12 00:00:00,INSP-30691,30691,MFH,800009137,Claiborne Place,130 Hearne Road,"ANNAPOLIS, MD",21401
2025-04-11 00:00:00,INSP-32843,32843,MFH,800018309,CLARA BALDWIN APTS,2600 W SUSQUEHANNA AVE,"Philadelphia, PA",19121
2025-04-09 00:00:00,INSP-32429,32429,MFH,800225120,Claremont House,244 Claremont Ave,"Mount Vernon, NY",10552
2025-08-12 00:00:00,INSP-33964,33964,MFH,800022938,CLARENCE PARRISH,3161 N DR MARTIN LUTHER KING DR,"MILWAUKEE, WI",53212
2025-03-24 00:00:00,INSP-33534,33534,PIH,DC001001600,CLARIDGE TOWERS,"1221 M Street, NW","WASHINGTON, DC",20005
2025-06-30 00:00:00,INSP-34116,34116,MFH,800249332,CLARK COMMONS,1201 N Saginaw,"Flint, MI",48503
2025-02-19 00:00:00,INSP-33953,33953,MFH,800006646,CLAYSBURG II TOWER,1306 WALL ST,"JEFFERSONVILLE, IN",47130
2025-05-12 00:00:00,INSP-32277,32277,MFH,800000577,Clayton Court,670 W Church St,"Salem, AR",72576
2025-06-13 00:00:00,INSP-33168,33168,MFH,800008013,CLAYTON HOUSING,99 Margaret Circle,"CLAYTON, LA",71326
2025-02-20 00:00:00,INSP-30862,30862,MFH,800248248,Clayton Street,1455 Clayton St,"DENVER, CO",80206
2025-03-18 00:00:00,INSP-33245,33245,MFH,800019527,CLC ACCESSIBLE,3818 MAID MARION LN,"Spartanburg, SC",29302
2025-03-07 00:00:00,INSP-33930,33930,MFH,800005801,CLEARBROOK HOMES,3980 N Fairfax RD,"ROLLING MEADOWS, IL",60008
2025-04-11 00:00:00,INSP-33274,33274,MFH,800011511,Cleveland I,1205 N Oates St,"Hayti, MO",63851
2025-08-06 00:00:00,INSP-30932,30932,MFH,800212877,CLIFF VIEW VILLAGE,2425 Simpson Stuart Road,"Dallas, TX",75241
2025-04-24 00:00:00,INSP-33495,33495,MFH,800073940,CLIFF VIEW VILLAGE,2424 SIMPSON STUART ROAD,"Dallas, TX",75241
2025-04-25 00:00:00,INSP-34171,34171,MFH,800219380,CLIFF VIEW VILLAGE,2628 Simpson Stuart Road,"Dallas, TX",75241
2025-04-01 00:00:00,INSP-32868,32868,MFH,800021757,Clifton Woods,1710 MAIN ST,"CLIFTON FORGE, VA",24422
2025-05-02 00:00:00,INSP-32805,32805,MFH,800214901,Clinch River,940 Main St,"Wartburg, TN",37887
2025-05-22 00:00:00,INSP-32395,32395,MFH,800014958,CLINTON MANOR,535 W 51ST ST,"New York, NY",10019
2025-04-30 00:00:00,INSP-32357,32357,MFH,800007161,CLINTON PARKWAY,2125 Clinton Pkwy,"LAWRENCE, KS",66047
2025-05-13 00:00:00,INSP-33208,33208,MFH,800211241,CLOVERDALE ESTATES,7009 Baseline Road,"LITTLE ROCK, AR",72209
2025-07-23 00:00:00,INSP-33150,33150,MFH,800222679,CLOVERNOOK HOUSING,7054 CLOVERNOOK AVE,"CINCINNATI, OH",45231
2025-03-11 00:00:00,INSP-34138,34138,MFH,800014556,CLOVIS I,1000 N Dr Martin Luther King Jr Blvd,"CLOVIS, NM",88101
2025-06-09 00:00:00,INSP-31896,31896,PIH,IL002170000,Clybourn 1200,454 W DIVISION ST,"Chicago, IL",60610
2025-08-08 00:00:00,INSP-32821,32821,MFH,800246955,Cobb Hillside,3394 Clarendon Avenue South,"BESSEMER, AL",35020
2025-03-04 00:00:00,INSP-34066,34066,MFH,800010023,COBBLE CREEK,140 COBBLE CREEK DR,"Grayling, MI",49738
2025-02-27 00:00:00,INSP-34015,34015,MFH,800017823,COBURN WOODS,17308 NE COUCH,"GRESHAM, OR",97230
2025-08-06 00:00:00,INSP-33223,33223,MFH,800004010,COCONUT GROVE,3160 Munday Street,"COCONUT GROVE, FL",33133
2025-04-09 00:00:00,INSP-33265,33265,MFH,800007168,COF TRAINING SVCS,207 Barclay St,"Osage City, KS",66523
2025-04-10 00:00:00,INSP-30753,30753,MFH,800008812,COLBURN SCHOOL,136 LAWRENCE ST,"LOWELL, MA",01852
2025-06-10 00:00:00,INSP-32705,32705,PIH,PA035000003,COLE CREST,900  CHAMBERS Street,"STEELTON, PA",17113
2025-04-02 00:00:00,INSP-34150,34150,MFH,800020784,COLLEGE HEIGHTS,934 E 14th St,"Littlefield, TX",79339
2025-02-28 00:00:00,INSP-34005,34005,MFH,800005563,College Park,2000 COLLEGE AVE,"CALDWELL, ID",83605
2025-05-29 00:00:00,INSP-32106,32106,MFH,800009172,COLLEGE PARKWAY,"570 BELLERIVE DR,","ANNAPOLIS, MD",21401
2025-05-07 00:00:00,INSP-32110,32110,MFH,800018323,COLLEGE VIEW,301  S BROAD ST,"GROVE CITY, PA",16127
2025-08-25 00:00:00,INSP-32532,32532,PIH,AL001000013,COLLEGEVILLE CENTER,"3031 29th Avenue, N","BIRMINGHAM, AL",35207
2025-03-28 00:00:00,INSP-32893,32893,MFH,800059253,COLLEGEVILLE CLA,811 CLAHOR AVENUE,"Collegeville, PA",19426
2025-03-28 00:00:00,INSP-30938,30938,MFH,800215132,COLLIN COUNTY,3020 DARTMOUTH DR,"PLANO, TX",75075
,INSP-33120,33120,MFH,800016766,COLLINS RD PROPS,4725 SECURITY DR,"SPRINGFIELD, OH",45503
2025-04-30 00:00:00,INSP-34107,34107,MFH,800215379,COLMAN COURT,2025 W 65 St,"CLEVELAND, OH",44102
,INSP-32544,32544,PIH,CA031000002,COLONIA VILLAGE,300 N MARQUITA Street,"OXNARD, CA",93030
,INSP-32545,32545,PIH,CA031000003,COLONIA VILLAGE,300 N MARQUITA Street,"OXNARD, CA",93030
2025-03-17 00:00:00,INSP-33054,33054,MFH,800019874,COLONIAL,1021 MINNESOTA AVE SW,"HURON, SD",57350
2025-04-30 00:00:00,INSP-33360,33360,MFH,800014969,Colonial Manor,131 Colonial Cir Apt 4Q,"Ilion, NY",13357
2025-07-15 00:00:00,INSP-32574,32574,PIH,FL001000046,COLONIAL VILLAGE,9500 103rd Street,"JACKSONVILLE, FL",32234
2025-08-11 00:00:00,INSP-32936,32936,MFH,800009610,Colonial Village I,STARBOARD DR,"CAPE ELIZABETH, ME",04107
2025-04-24 00:00:00,INSP-32262,32262,MFH,800016437,COLONY TERRACE II,1356 ATHENA LN,"ZANESVILLE, OH",43701
2025-09-05 00:00:00,INSP-32444,32444,MFH,800001305,Colorado Park,1141 COLORADO AVE,"PALO ALTO, CA",94303
2025-05-13 00:00:00,INSP-32497,32497,MFH,800226284,Colter Commons,3003 W Colter St,"PHOENIX, AZ",85017
2025-03-12 00:00:00,INSP-33074,33074,MFH,800022425,COLUMBIA,506 S OAK ST,"COLVILLE, WA",99114
,INSP-33730,33730,MFH,800012068,COLUMBIA,1501 HENDRICKS ST,"COLUMBIA, MS",39429
2025-03-27 00:00:00,INSP-32582,32582,PIH,GA003000016,Columbia Brookside Phase II,2801 Green Lane,"ATHENS, GA",30606
2025-03-25 00:00:00,INSP-32583,32583,PIH,GA003000017,Columbia Brookside-Phase III,1000 Summerbrook Circle,"ATHENS, GA",30606
2025-03-13 00:00:00,INSP-33598,33598,PIH,MI031000002,COLUMBIA COURT,65 E COLUMBIA Avenue,"MUSKEGON HEIGHTS, MI",49444
2025-03-18 00:00:00,INSP-33802,33802,MFH,800009389,COLUMBIA TOWERS,12005 OLD COLUMBIA PIKE,"SILVER SPRING, MD",20904
2025-05-21 00:00:00,INSP-33021,33021,MFH,800002970,COLUMBINE COURT,400 2nd St,"Fort Lupton, CO",80621
2025-05-01 00:00:00,INSP-32445,32445,MFH,800001310,Columbus Square,8561 COLUMBUS AVE,"North Hills, CA",91343
2025-02-19 00:00:00,INSP-33810,33810,MFH,800018314,CO-MANS SUPPORTED,2222 DURHAM RD,"LANGHORNE, PA",19047
2025-03-28 00:00:00,INSP-30918,30918,MFH,800020789,Combes Street,1554 Combes St,"San Benito, TX",78586
2025-03-19 00:00:00,INSP-32669,32669,PIH,NY002000020,"COMM. PERRY EXT. HR., SLATER & MULLEN",386  PERRY Street,"BUFFALO, NY",14204
2025-02-26 00:00:00,INSP-30571,30571,PIH,NY002000021,COMM. PERRY HOMES & EXT. ROWHOUSES,386  PERRY Street,"BUFFALO, NY",14204
2025-07-17 00:00:00,INSP-34320,34320,MFH,800014070,COMMERCIAL,504 JAMES MOORE RD,"PORT NORRIS, NJ",08349
2025-04-08 00:00:00,INSP-33086,33086,MFH,800078751,COMMODORE PARK,10415 Jamestown Drive,"Anchorage, AK",99507
2025-05-15 00:00:00,INSP-33403,33403,MFH,800223033,Common Ground,1505 St. Marks Avenue,"Brooklyn, NY",11233
2025-03-28 00:00:00,INSP-33992,33992,MFH,800232154,COMMONWEALTH,6610 Commonwealth Drive,"LOVES PARK, IL",61111
2025-03-03 00:00:00,INSP-33407,33407,MFH,800232255,Community  Options,1619 Harbourton-Rocktown Rd,"Hopewell Borough, NJ",08530
2025-03-31 00:00:00,INSP-33288,33288,MFH,800013558,COMMUNITY ALLIANCE,4901 S 52nd St,"OMAHA, NE",68117
2025-03-31 00:00:00,INSP-34318,34318,MFH,800014019,Community Haven /,35 So. Virginia Avenue,"ATLANTIC CITY, NJ",08401
2025-06-02 00:00:00,INSP-34445,34445,MFH,800214946,COMMUNITY HOUSE,23710 Community Street,"WEST HILLS, CA",91307
2025-02-18 00:00:00,INSP-31082,31082,MFH,800213081,Community Options,20 Siek Road,"BUTLER, NJ",07405
2025-08-14 00:00:00,INSP-33241,33241,MFH,800019081,COMUNIDAD DEL,KM 4.0 65TH INFANTRY AVENUE,"San Juan, PR",00924
2025-03-03 00:00:00,INSP-32960,32960,MFH,800022207,Conant Square,30 Conant Sq,"BRANDON, VT",05733
2025-02-18 00:00:00,INSP-33428,33428,MFH,800001322,CONCORD,2141 CALIFORNIA ST,"CONCORD, CA",94520
2025-03-17 00:00:00,INSP-32392,32392,MFH,800014896,Concord Estates,441 TEMPLE ST,"FREDONIA, NY",14063
2025-06-12 00:00:00,INSP-34422,34422,MFH,800002560,CONCORD PASADENA,275  E. Cordova St,"PASADENA, CA",91101
2025-02-24 00:00:00,INSP-33307,33307,MFH,800213307,CONCORD SQUARE,2120 Paul St,"OMAHA, NE",68102
2025-02-24 00:00:00,INSP-33887,33887,MFH,800008426,CONCORD ST CIRCLE,1 CONCORD ST,"MAYNARD, MA",01754
2025-04-08 00:00:00,INSP-32396,32396,MFH,800014978,CONCOURSE FLATIRON,1882 GRAND CONCOURSE,"BRONX, NY",10457
2025-04-25 00:00:00,INSP-34469,34469,MFH,800008428,CONG RETIREMENT,80 GROVE ST,"MELROSE, MA",02176
,INSP-33965,33965,MFH,800022948,CONGRESS & ERIN,3939 West National Avenue,"WEST MILWAUKEE, WI",53215
2025-08-19 00:00:00,INSP-33792,33792,MFH,800003699,CONGRESS PARK II,1313 Congress St.  S.E.,"WASHINGTON, DC",20032
2025-05-15 00:00:00,INSP-33039,33039,MFH,800017846,CONIFER GARDENS,700 ROYAL AVE,"MEDFORD, OR",97504
2025-03-20 00:00:00,INSP-34360,34360,MFH,800211463,CONNECTICUT STREET,6699 Mill Street,"BOSTON, NY",14025
2025-03-19 00:00:00,INSP-30531,30531,PIH,CO001000020,CONNOLE APTS,1710  1710 WILLIAMS Street,"DENVER, CO",80218
2025-04-10 00:00:00,INSP-34058,34058,MFH,800232000,Connolly Square,1540 Charter Circle,"Anchorage, AK",99508
2025-02-28 00:00:00,INSP-32288,32288,MFH,800008231,CONSTANCE AND,5005 Constance St,"New Orleans, LA",70115
2025-06-17 00:00:00,INSP-33915,33915,MFH,800056805,Continuum,337 Hartford Ave.,"WETHERSFIELD, CT",06117
2025-06-11 00:00:00,INSP-34123,34123,MFH,800000580,CONWAY APARTMENTS,855 S Salem Rd,"Conway, AR",72034
2025-04-14 00:00:00,INSP-31813,31813,PIH,AL001000017,COOPER GREEN HOMES,1523 Arthur Drive SW,"BIRMINGHAM, AL",35211
2025-02-24 00:00:00,INSP-31035,31035,MFH,800010852,COOPERIDGE/WAPASA,201 E SEVENTH ST,"RED WING, MN",55066
2025-03-05 00:00:00,INSP-30968,30968,MFH,800004023,CORAL BAY TERRACE,8160 SW 210TH ST,"Miami, FL",33189
2025-04-01 00:00:00,INSP-33429,33429,MFH,800001327,Corinthian House,250 BUDD AVE,"CAMPBELL, CA",95008
2025-03-21 00:00:00,INSP-34241,34241,MFH,800011416,CORINTHIAN I,3601 Lemay Ferry Rd,"Saint Louis, MO",63125
2025-03-19 00:00:00,INSP-34170,34170,MFH,800217744,Corning,710 Sharon Circle,"CORNING, AR",72422
,INSP-30657,30657,MFH,800020155,CORNING VILLAGE,3595 Stelle Road,"MEMPHIS, TN",38127
2025-04-09 00:00:00,INSP-30670,30670,MFH,800214999,Cottages at,182 Cottage Ln,"Rutherfordton, NC",28139
2025-02-18 00:00:00,INSP-32881,32881,MFH,800023578,Cottageville,Rt. 1  Box 500,"Cottageville, WV",25239
2025-08-27 00:00:00,INSP-33022,33022,MFH,800002976,COTTONWOOD APTS,1650 ENCANTO PL,"MONTROSE, CO",81401
2025-07-16 00:00:00,INSP-33729,33729,MFH,800012039,Cottonwood Glen,1307 Plantation Dr,"GREENWOOD, MS",38930
2025-02-25 00:00:00,INSP-31133,31133,MFH,800226152,Cottonwood Place,3701 Peralta Boulevard,"FREMONT, CA",94536
2025-06-26 00:00:00,INSP-33075,33075,MFH,800022437,COUNCIL HOUSE,1501 17TH AVE,"SEATTLE, WA",98122
2025-05-06 00:00:00,INSP-30782,30782,MFH,800005818,Country Aire,3610 3612 3618 3626- 2nd STREET,"THOMPSONVILLE, IL",62890
,INSP-34335,34335,MFH,800015003,Country Gardens,25 Highland AVE,"WOODRIDGE, NY",12789
2025-03-10 00:00:00,INSP-33928,33928,MFH,800005746,Country Lane,213 Country Lane,"Mount Sterling, IL",62353
2025-04-25 00:00:00,INSP-32988,32988,MFH,800006425,COUNTRY PLACE,R.R.  1 Box 100,"VILLA GROVE, IL",61956
